Nr.,Comment in English,Spam / Ham,Polarity,Likes,Replies
2514.0,Wow😉,spam,positive,0,0
2515.0,Why Tesla  is doing this cool things ?,spam,positive,0,0
2516.0,I love big dreamers. I wish. Can u Imagine what it'd be like living in this kind of reality?  Keep dreaming Elon.,spam,positive,0,0
2517.0,I'd say that's quite... Boring,spam,negative,253,4
2518.0,VERY BAD IDEA,spam,negative,0,0
2519.0,Pipe Dream.,spam,neutral,0,0
2520.0,um...isn't that a regular subway? for cars...,spam,neutral,0,0
2521.0,This Looks Messy.,spam,neutral,0,0
2522.0,Methinks Elon Musk read too much Tom Swift as a child.,spam,neutral,0,0
2523.0,This would put buses and trains out of business lol,spam,neutral,0,0
2524.0,Smart idea but I doubt seeing this finished during my lifetime,spam,neutral,0,0
2525.0,"Hopefully this will get on youtube trending, that will really help it to create widespread public knowledge. 
Considering it has received 1.5mil views after 1 day from a channel with currently 11k subs which is nothing (as a proportion of the number of views) like surely the trending algorithm must take that into account.",spam,neutral,2,0
2526.0,I hope I'm around for this # revolution,spam,positive,24,0
2527.0,"So a random company makes a random video to give people hope even though they
 aren't even going to try to do this and even if they did it would take at the least 100 years ",spam,neutral,0,0
2528.0,has found an acceledrome: v,spam,neutral,0,0
2529.0,this video is so satisfying,spam,positive,1,0
2530.0,I hope this is a joke,spam,neutral,0,0
2531.0,I pay instead of gas,spam,neutral,0,0
2532.0,i thought this was uploaded april 1st lol,spam,neutral,0,0
2533.0,This looks pretty boring,spam,neutral,3,0
2534.0,earthquake Mathafakka!!!!,spam,neutral,0,0
2535.0,*throws laptop to the floor and points at it*  It needs to be at least....3 times this size...,spam,neutral,0,0
2536.0,I imagine a line to those blocking all the traffic.,ham,neutral,0,0
2537.0,Light without lightbulbs,spam,neutral,0,0
2538.0,When is this coming out on Steam?,spam,neutral,1,0
2539.0,Ha! I Wonder who's going to pay for that!...oh wait.....,spam,neutral,0,0
2540.0,and then there is an accident.,spam,neutral,0,0
2541.0,All I have to say is Fallout Shelter. good example,spam,positive,1,0
2542.0,"What happens when a technical malfunction occurs in the middle of a tunnel? 
People inside the car won't have any assistance nearby and will be stuck down there. Also, when a car goes underground, a big hole appears to be left on the road. What if a car or someone accidentally falls into it?",ham,neutral,0,0
2543.0,and i want world peace lol,spam,neutral,0,0
2544.0,"Like there aren't idiot drivers out there who will drive right into a huge hole in the ground multiple times in a day.

Just stick with advancing self-driving vehicles and improving the existing infrastructure to support them.  No need to re-invent the wheel, ffs.

Besides.... making a ""car"" for a car is about as redundantly stupid as it gets.",ham,negative,0,0
2545.0,"What would happen if an earthquake would happen, I wonder.....",ham,neutral,0,0
2546.0,im starting a music/cover page; subscribe to me so i can get it started? thank you so much ❤️,spam,neutral,0,0
2547.0,"Child: are we there yet?
Parent: I don't even know where we are",spam,neutral,0,0
2548.0,"It leaves a huge hole in the road once one of the cars goes down , 
definitely dangerous as some moron could drive into the hole. This project would take decades.",ham,negative,0,0
2549.0,"Cost is only an issue under our current social structures, which are designed to exploit, 
control and oppress. The masses have always been ruled. For the first time in history, the masses have a way to educate them selves en mass and bring about a world of unbelievable abundance and thereby, fair justice and equality. But it would seem that that is not to be and we will thus watch bible prophesy play out.",spam,neutral,1,0
2550.0,"What is the purpose of tunnels when in 20 years there won't be a need to commute anywhere?
 Robots will be working your job and drones will be delivering your food.",spam,neutral,0,0
2551.0,Where would all the by-sidewalk parking go?,ham,neutral,0,0
2552.0,"big fan of hyperloop and i love that people are trying to make travel more efficient but...nah. 
 i don't see this working out for a long long time",spam,neutral,0,0
2553.0,They are 28 days too late for April Fool's day.,spam,neutral,1,0
2554.0,Is this gta,spam,neutral,0,0
2555.0,what if Russia hacks the tunnels?,spam,neutral,766,9
2556.0,Gotta love how everybody managed to afford a Tesla in the future. Thanks for fixing the economy Donald!,spam,neutral,0,0
2557.0,That is insane. But whit the power of big people maybe it's possible,spam,neutral,0,0
2558.0,"At first i thought it was second trailer of   The ""Cars"" movie lol",spam,neutral,106,0
2559.0,There is so many problems with this and I don't really see what problem this fixes,spam,negative,351,27
2560.0,"Only Elon Musk names something ""The Boring Company""",spam,neutral,5,0
2561.0,Lmao this would prolly cost the same amount of money as the hyper loop xD and it still wont work,spam,neutral,2,0
2562.0,You can also leave your car and use public transport yourself.,spam,neutral,6,0
2563.0,Wouldn't those cause lines to happen?,ham,neutral,0,0
2564.0,FIRE IN THE TUNNEL,ham,neutral,1,0
2565.0,"There's a lot of negative people, narrow minded people...never open to looking at things in a different point of view,
 gladly people like Elon Musk exist, always pushing the boundaries of technology, it's thanks to people like him that the human spirit to explore and learn and improve and endure will never die. 🚀",spam,neutral,80,5
2566.0,"ya this will never happen. tunneling under a city isn't as easy as everyone thinks.
 look at nyc and the mta building 2nd avenue subway",spam,neutral,8,2
2567.0,"but with the amount of cars on the road, wouldn't there be traffic in the traffic tunnels?",ham,neutral,1,0
2568.0,Why the fuck woulu put a car with 4 wheels on to a cart with four wheels?,spam,negative,0,0
2569.0,Wtfuck is this no,spam,negative,15,3
2570.0,"Why does everyone hate on this. His isn't a bad idea, it is very expensive but soon we might be able to do this once trump dies",spam,neutral,47,4
2571.0,I find this video boring.,spam,negative,1,0
2572.0,What if we just improve the subways...,spam,neutral,0,0
2573.0,it shakes in cali and you want fucken tunnels. get the fuck out of here.,spam,negative,0,0
2574.0,yeah right. good luck,spam,neutral,1,0
2575.0,"probably not going to be started for anothee hundread years when people realize roads 
above ground take up too much room that could go towards food",spam,neutral,0,0
2576.0,What a useless idea...the price it would cost in relation to the capacity of cars if can transfer is ridicules...,spam,negative,0,0
2577.0,"this concept has quite a lot of hurdled to overcome, including all the existing infastructure in the way. 
But what happens when these things have long line ups that clog up traffic? There has to be a more efficient way to enter the tunnel",ham,neutral,0,0
2578.0,"Coming soon, aka the year 5000",spam,neutral,0,0
2579.0,why not just have bullet trains?,spam,neutral,0,0
2580.0,"Awesome! Now we'll have a choice to choose between ""underground"" and ""above ground"" traffic jams.",spam,neutral,0,0
2581.0,flatness;),spam,neutral,0,0
2582.0,awesome vision,spam,positive,0,0
2583.0,If you want a free half pack of orbeez subscribe to my channel and stay tunned,spam,neutral,0,0
2584.0,First person to trip or fall down that thing is gonna sue and ruin it for everybody.,ham,negative,0,0
2585.0,The acoustics would be great for music.,spam,positive,0,0
2586.0,"Does Elon just put these videos out to fuck with us like come on. This is kind of impractical.
 How about doing solar powered cars first. Wouldn't that make fucking sense",spam,neutral,0,0
2587.0,"Everything's cool, but... why would anyone use underground highways? To get to the job, where everything
 is getting done by robots?",spam,neutral,0,0
2588.0,how will it know where u want to get off and if a crash occurs it will prob take forever to clear up the track.....,ham,neutral,1,0
2589.0,the thing is that there going to be alot of tunnels under the city which can probably fall and break but it a good idea,spam,neutral,0,0
2590.0,"When people don't take earthquakes into consideration, this happens. What do you want?
 A million fucking sink holes in the ground.",spam,negative,0,0
2591.0,"I love that they pictured this underground system in L.A., where they get little earthquakes
 all the time, and they're just waiting for The Next Big One.",spam,neutral,0,0
2593.0,This would only work after they depopulate a large portion of the world.,spam,neutral,0,0
2594.0,Bull.,spam,neutral,0,0
2595.0,"This would never work in Colorado. Somehow, water would get in there, 
freeze, and cost a lot of money. We can't even fix our roads anyway...",ham,negative,0,0
2596.0,"Well, this is probably gonna backfire...",spam,neutral,0,0
2597.0,Hiii,spam,neutral,1,0
2598.0,"Hang on, wasnt this the thing in doctor who with the killer crabs?",spam,neutral,0,0
2599.0,It must be fun to be rich.,spam,neutral,1,0
2600.0,things that wont happen,spam,neutral,0,0
2601.0,fuck this cut,spam,negative,0,0
2602.0,Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope. Nope.,spam,neutral,0,0
2603.0,elon musk is a genius!,spam,positive,0,0
2604.0,This is anything but boring,spam,neutral,0,0
2605.0,Wonder if were gonna ever build a city underground.. 🤔,spam,neutral,0,0
2606.0,"Anyone ever heard of walking? If you crash into another walker at full speed, only thing that'll happen is saying
"" sorry excuse me"", no insurance, no license required, no following lanes like sheep you can walk over hills, rocks, grass, anything. Doesn't require gas money, you don't have to buy tags to stick to your ass. No waiting at signals. You can travel with more than 4 people. Damn think I just invented something revolutionary",spam,neutral,27,6
2607.0,And then a mega earthquake stikes...,spam,neutral,0,0
2608.0,"you have to wait for the other car to come out? hell no, i'm not waiting that long",ham,negative,0,0
2609.0,won't self driving cars do the same thing but on the surface?,spam,neutral,0,0
2610.0,How are you gonna dig all these tunnels if Trump is gonna deport all the Mexicans?,spam,neutral,0,0
2611.0,"I'm not a fan of the Entrance holes being near pavements and other passing cars. They should be in the basements of adjacent skyscrapers with automatic doors to enter and exit the tunnels. Or in shallow tunnels that join to other deep tunnels.
That would keep pedestrians and troublemakers away from the Car Lift shafts. Also at the other end of the 50km tunnels I'd have the cars come up from the ground and form flyovers for a few more kms. Maybe go from L.A to San Francisco and on to San Diego. Most of this would be above ground as we could reduce costs but some tunnels under Highways and Train Tracks would be required.",ham,negative,0,2
2612.0,I thought in this day in age were supposed to be going up not down 😂,spam,neutral,0,0
2613.0,Time to cut this guys funding off!,spam,negative,0,0
2614.0,I  WILL BE IN EVERY VIDEO THAT'S TRENDING,spam,neutral,0,0
2615.0,"good bye underwater rivers, say hello to erosion everywhere, including pollution under the surface for making those roads.",spam,negative,0,0
2616.0,let me guess the rich are only going to use it...,spam,neutral,0,0
2617.0,Miserable.,spam,negative,0,0
2618.0,Hear comes the future,spam,neutral,0,0
2619.0,"cool idea,but what about earthquakes,natural disasters,etcetra! I could see it as a future use 
but it's expensive and so developing countries can not use it!",ham,neutral,0,0
2620.0,with a low price of $100 a month.,spam,neutral,0,0
2621.0,"Hey Elon, why not throw some of your money at making the current california highway system safer and more efficient,
 instead of stupid sci fy tunnels that will never work.",spam,negative,0,0
2622.0,"So... what happens if it rains. Will it flood? How about a fire? Pileup? What if power goes off and someone is in need of
 medical help? It is a cool concept, but it doesn't seem like the best.",ham,positive,0,0
2623.0,Headlines: Thousands die when 50 car pile up happens underground causing explosions and buildings to collapse,spam,neutral,0,0
2624.0,I'm too claustrophobic for this shit...,spam,negative,0,0
2625.0,i want one please ☺,spam,positive,0,0
2626.0,Retarded idea...,spam,negative,0,0
2627.0,No credit given to Hot Wheels smh,spam,neutral,0,0
2628.0,N.W.O,spam,neutral,0,0
2629.0,Price to make 100 billion,spam,neutral,0,0
2630.0,Does the boring company exist? xD,spam,neutral,0,0
2631.0,"why do all the small minds love to talk so much shit, lol. let's see your solution.",spam,neutral,0,0
2632.0,let's make it happen this will be revolutionary 😄,spam,positive,1,0
2633.0,"What are highways for? For nothing, we better put a car train",spam,neutral,0,0
2634.0,DO NOT read my channel name,spam,neutral,0,0
2635.0,Elon Musk is at the forefront of a one world government. .he needs to be stopped.,spam,negative,0,0
2636.0,talk about flooding issues i can see everyone drowning,ham,neutral,0,0
2637.0,why a telsa,spam,neutral,0,0
2638.0,This Is the dumbest shit I've ever seen.,spam,negative,11,0
2639.0,wouldn't work in N.Y.,spam,neutral,3,0
2640.0,Too bad not everyone has a Tesla...😪,spam,negative,1,0
2641.0,What happened to the system of self driving cars that offered no casualties and  no traffic jams. Or hyperlopp?,spam,neutral,0,0
2642.0,Wicked,spam,neutral,0,0
2643.0,"Too expensive, shut up mr",spam,negative,0,0
2644.0,"I see you like cars...
so i put your car in a car you so you could drive while you drive",spam,neutral,1,0
2645.0,Carinception.,spam,neutral,1,0
2646.0,Y'all Should Check Out My Quick Cringy Video;),spam,neutral,0,0
2647.0,"I love how the comment section is pointing out all of the flaws with this. Think about this though, what would happen if the system
 went down and you were stuck down there? Or if people would use tunnels for dubious things, like drug smuggling or some shit. I don't know man, but people always figure out ways to exploit shit. Maaaaan, what if hobos started living down there? So many things could happen! Imagine conversations like: ""Okay Bill, let's get to that meeting in Dallas. Don't worry, it's only 20 minutes away from San Diego we won't be late."" idk",ham,neutral,0,0
2648.0,So what are we some type of suicide squad?,spam,neutral,0,0
2649.0,"Welcome to the year 3000, where your car has a car.",spam,neutral,1,0
2650.0,"this is amazin guys we are close to this https://wn.nr/2y7bLX
<<<<--",spam,positive,0,0
2651.0,just try to avoid that bigass hole in the ground now,spam,neutral,0,0
2652.0,Good company to invest in.,spam,positive,0,0
2653.0,"Wouldn't the damage from an earthquake not make this worthwhile?
 I mean just think of the production cost of boring networks underground...",spam,neutral,0,0
2654.0,124 mph while setting on a trailer without straps...   sounds safe,spam,neutral,0,0
2655.0,A futuristic vision about cars in underground tunnels? Kodak Black made a song about this,spam,neutral,1,0
2656.0,"It already exists and it's called subway or metro. Fuck cars. Yeah, the company is fucking boring. Nothing new.",spam,negative,0,0
2657.0,What's the point of having a car than? Lmao,spam,neutral,0,0
2658.0,Self Driving cars < Horses,spam,neutral,366,8
2659.0,"We can't even afford to have nice roads above ground.
but we can dream!",spam,neutral,0,0
2660.0,Just make trains?,spam,neutral,1,0
2661.0,wasn't something like this in doctor who,spam,neutral,0,0
2662.0,When they go high... we go low!,spam,neutral,0,1
2663.0,"But I don't want self driving, i want American muscle power. Cars were meant to be driven by the man not the machine.",spam,neutral,0,0
2664.0,Sink holes...this is the most unrealistic possible option for travel besides cloning giant birds with saddles on them.,spam,negative,0,0
2665.0,First thing we need to do is civilize humanity especially the dumbasses in the comments if we want to move forward with technology.,spam,negative,0,0
2666.0,uhh.. more to harm earth... and when an earthquake happen they're fucked.,spam,negative,0,0
2667.0,I'll just stick to regular roads thanks,spam,neutral,0,0
2668.0,#earthquake,spam,neutral,1,0
2669.0,self driving cars why not ride a self driving horse that doesn't give a fuck in the world,spam,negative,0,0
2670.0,"this is so fucking awesome, keep it up elon",spam,positive,0,0
2671.0,"They should have started on this project 50 years ago. Would have been a lot cheaper digging the tunnels, and then build the city over it.
 Doing it now, they're going to cause a bigger traffic jam trying to build this and divert traffic just to alleviate a problem that won't exist by the time they're done as Elon would have made the electric car (e.g. Giant DJI style drones) available by then. Seems like a waste of tax payer money building underground, especially with earthquakes. /endnegativity.",spam,negative,0,0
2672.0,the future is here😱,spam,neutral,0,0
2673.0,"oh what could go wrong..................................................................................................................................................................................................
.I swear this guy is just in it for the money. What an idiotic idea. :/",spam,negative,0,0
2675.0,"The project would not do it, little consumption of gasoline and making those tunnels would be very expensive, 
and they would surely charge for their use. This project, no matter how cool this one, I don't see in the future.",spam,neutral,0,0
2676.0,well this surely will save you gas.,spam,positive,0,0
2677.0,"This would be more credible to most folks, if it the location was Mars, maybe the moon also.",spam,neutral,1,1
2678.0,"Yum, I smell an infrastructure disaster.",spam,negative,0,0
2679.0,This is stupid..,spam,negative,0,0
2680.0,This shit got on,spam,negative,0,0
2681.0,What about security? What if there was a bomb there was bomb that could just instantly devastate it,ham,negative,0,0
2682.0,What would the world be without Musk?,spam,neutral,0,0
2683.0,What about earthquakes?,ham,neutral,0,0
2684.0,lol talk about pie in the sky -- this wont be viable for 100 years lol,spam,neutral,0,0
2685.0,I'm not a fan of selfdriving unless ur on a roadtrip,spam,neutral,0,0
2686.0,"good imagination
but not really convenient in action.",spam,neutral,4,0
2687.0,YEAH! More reasons for random sinkholes to open up after it rains.,ham,neutral,0,0
2688.0,it's always better when government doesn't run public projects.,spam,neutral,0,0
2689.0,"Maybe they should make an underground tunnel for walking and bicycling. I feel that would be very convenient and
 they could also make aboveground paths for walking that are above streets. I think it can be difficult for people to get around by walking because of all the crosswalks they have to get past. Not everything to do with transportation has to have to do with cars. many cities need more public transportation options like subways, monorails, instead of car tunnels. BUT I think those tunnels might work more for long distance rides. It would probably be more convenient, if someone wants to go from one city to another, and avoid the traffic, and be able to relax because it's self-driving. Instead of current driving where you have to be focused on driving at all times",ham,neutral,0,0
2690.0,But... why?,spam,neutral,0,0
2691.0,"i swear to god elon musk is a fucking alien from a planet that is 10000 times more technologically advanced,
 he was chosen by the aliens to go on a mission to rescue people on this planet run by idiot politicians . THANK YOU ALIENS.",spam,neutral,0,0
2692.0,"Won't all newly produced cars become driverless in the next decade or two? If that's the case
, won't traffic become less and less of a problem? When all cars on the road are driverless, there should essentially be zero traffic.  I don't completely understand why we should be boring tunnels underground if there won't be a traffic problem in the future.",ham,neutral,0,0
2693.0,Anyone else thinking about the videos from the 50's where they all thought we would be in flying cars?,spam,neutral,0,0
2694.0,WHAT THE FUUUUUCK :D Elon reeally take some good lsd. Pleaase let be this reality soon!,spam,neutral,0,0
2695.0,"Jesus Christ, stop hating on the idea, it's only a start to what could be possible in the future...",spam,neutral,0,0
2696.0,"Hmmm ... well, we'll be standing in line when we take the elevator ...",ham,neutral,0,0
2697.0,New Mexico Can't even keep their roads clean all trash. hate living in this shithole.,spam,negative,0,0
2698.0,Jaywalking could result in a 40 foot drop onto concrete.,spam,negative,0,0
2699.0,I dig it but so will the workers,spam,neutral,0,0
2700.0,This must be Elon Musk's late April fools joke?,spam,neutral,0,0
2701.0,What happens when a car drives into the enormous hole in the road?,ham,neutral,0,0
2702.0,im lonely,spam,negative,0,0
2703.0,What could go wrong?!,spam,negative,0,0
2704.0,but what if it gets stuck,ham,neutral,0,0
2705.0,"Hold up - when I was in 5th grade, I drew a plan like this, except not underground, my idea 
was to basically have this on all major highways, but my teacher told me it was stupid, smh...",spam,neutral,0,0
2706.0,thats just a subway but it takes 16 times as much space for one person,ham,neutral,0,0
2707.0,I hate this video. They get people hyped for no reason and they'll never even do anything to make it happen.,spam,negative,0,0
2708.0,So... Basically turn the underground into a fucking abyss,spam,negative,0,0
2709.0,it won't happen,spam,negative,0,0
2710.0,in the year 2080 - 2090 maybe,spam,neutral,0,0
2711.0,Isn't it better to innovate some kind of flying cars or teleport?,spam,neutral,0,0
2712.0,WAIT. If almost all emissions from cars were underground.....would there be a drop in CO2 emissions?,spam,neutral,0,0
2714.0,Billions of dollars for such an idea.,spam,neutral,0,0
2715.0,Something like this would take 1000 years,spam,neutral,0,0
2716.0,And Mexico is gonna pay for it!,spam,neutral,942,9
2717.0,"**gets outta car & walks a bit**
""Oh shoot i forgot something in the car""
**Turns around**
""Where did the car go?""",spam,neutral,59,2
2718.0,Wouldnt there be a butt load of traffic waiting your turn to get to the underground portal thingy,spam,neutral,0,0
2719.0,"Like others, I'm a little puzzled why you don't just let the electric cars ride in the tunnels. 
I guess to accommodate gasoline cars but why not just fuck those? of course you save range but at quite extreme cost. In LA the range is not really the issue. It's the freedom to move. Drops the carts and you could have something although I feel it will lose out to infrastructure free flight. And in the longer run, I'm fairly sure it will. Particularly when we start to go mach 20+ then free flight is hard to beat.",ham,neutral,1,1
2720.0,what if i opened the door,ham,neutral,1,0
2721.0,there goes the joy of driving. *sigh,spam,neutral,0,0
2722.0,This would be a maintenance nightmare.,spam,negative,0,0
2723.0,"being inovative it one thing
being totaly insane and high it another",spam,neutral,0,0
2724.0,Coming soon in 500 years,spam,neutral,1,1
2725.0,I want what he's smoking,spam,neutral,1,0
2726.0,"LOOK, THIS AINT GOING TO HAPPEN. IT IS JUST MARKETING FOR INVESTORS.  THIS IS ALL ABOUT MOLDING AN IMAGE OF FUTURISTIC 
THINKING FOR MUSK'S COMPANIES.  REMEMBER THIS, IN THE 70'S AND 80'S PEOPLE THOUGHT BY 2000 WE WOULD HAVE FLYING CARS, NOW HIGH HORSE POWER HOT RODS ARE BACK.",spam,neutral,0,0
2727.0,Very cool... too bad the planet will be dead before it becomes a reality.,spam,neutral,0,0
2728.0,"SO, WHO IS GOING TO PAY FOR ALL THAT INFRASTRUCTURE?   UNDERGROUND HIGHWAYS IN L.A.?
  HOPE THEY SOLVED THAT LITTLE EARTHQUAKE ISSUE.",ham,neutral,0,0
2729.0,this is so cool,spam,positive,0,0
2730.0,world: ww3 elon: here tunnels,spam,neutral,0,0
2731.0,what's Elon smoking?,spam,neutral,0,0
2732.0,"So, which company is this test from?",spam,neutral,0,0
2733.0,We have to stop Musk from destroying the world!,spam,negative,9,3
2734.0,That would solve LA's traffic,spam,positive,0,0
2735.0,What a stupid fucking idea,spam,negative,0,0
2736.0,earthquakes?. flooding?.,ham,neutral,0,0
2737.0,graphics are a1,spam,neutral,0,0
2738.0,"hahahaha what a joke, and the fuel that will be spent! > * hahaha",spam,neutral,0,0
2739.0,I still say magnets roads and cars with magnet underbellies with flight control thrusters is the way to go.,spam,neutral,0,0
2740.0,"Cool. Main problem is some distracted driver surface-side who drives right into one of those pits while 
it's lowering a car down to the tunnel.",ham,neutral,0,0
2741.0,"I wanna take my TERSLA there
Model X 
Elon my man!",spam,neutral,0,0
2742.0,Do the holes close after the car goes down or wtf.,ham,neutral,0,0
2743.0,"Well if all traffic goes underground, they better restructure the entire infrastructure design from the surface up to get it 
even between the underground roadway and the new surface look..",ham,neutral,0,0
2744.0,"Elon is putting his ""self driving"" car (which is not, just autonomous software) on top of a real self driving wagon in a fixed road line. 
Too inefficient and energetically costly to transport just one or 2 persons. That is not a solution for nothing, is more ridicoulous luxury and CO2 for the earth.",ham,negative,0,0
2745.0,The boring Company seems fun to work at.,spam,neutral,0,0
2746.0,unrealistic. but it whould be more practical for trucks making deliveries.,spam,neutral,0,0
2747.0,"Let's do it, who's with me",spam,neutral,0,0
2748.0,cool animation I suppose..,spam,positive,0,1
2749.0,"The infrastucture, money, and time make this idea way too farfetched to be possible imo.
 You'd need a lot of digging plus it wouldnt work in many areas depending on the rock",spam,neutral,0,0
2750.0,"u cant hallow out the underground part of the city that would take forever bc u are cutting a chunk out of the earth, 
and the citie's weight would not be supported bc there is only a thin pieces of earth underneath the buildings and then nothing and what if something goes wrong, can an ambulance or a fire truck fit into one of those car-molds to get down there? i have more to say but ik this isnt real so imma stop",ham,neutral,188,17
2751.0,if we were in the future y'all would be all for this,spam,neutral,0,0
2752.0,"That's also a LOOOOONG time to wait to be transported from above to underground. 
Yes the cars move at 200mph but the bottleneck effect that would occur waiting for each car individually to drive onto the platform, wait for the movement to initiate and go down. This is just a cool video, that's it",ham,neutral,0,0
2753.0,"I would put more lights, colors and ads on the tunnel or make the walls off of big screens.",ham,neutral,0,0
2754.0,so what about the traffic jam to get into one of those things...ah ahahah,ham,neutral,0,0
2755.0,"Haha this is super cool but infrastructure inventions are basically impossible to implement.
 They need federal and state/provincial approval from multiple departments/ministries, but mainly the MONEY IT WOULD COST. A guy who invented a more effective stop sign and street light system was totally stalled by the fact that you need all that government approval and involvement. Also, certain companies already have contracts with the Canadian and American governments for infrastructure. You don't just walk in and say ""hey guys I have this awesome idea"". Like anything in the world of business, it's cutthroat. What is best isn't ideal, what kinda works but mainly makes lots of people money is what gets built.",spam,neutral,0,0
2756.0,This is actually really cool!!! I don't worry about all the traffic adjustment and all that because i know it will work its self out but I like it,spam,positive,0,0
2757.0,So the already self driving car is driven by another self driving car?  Shieeeeet,spam,neutral,0,0
2758.0,"In my city Nanjing, they are taking done high ways and focusing more on tunnels, this seems like a great idea!",spam,positive,0,0
2759.0,"Am i only to notice that only tesla cars will be allowed to enter ""the future""? :)",spam,neutral,0,0
2760.0,watching this while stoned is just nuts,spam,neutral,0,0
2761.0,sinkholes for daysssss,spam,negative,0,0
2762.0,"Could be possible, of course not to this extent. 
Though, you'd have to cut a budget(let's say military) to create technology like this.",spam,neutral,0,0
2763.0,what th fuck,spam,negative,0,0
2764.0,Couldn't a hobo jumps onto your car to get a free ride across the city ?,spam,neutral,0,0
2765.0,is this the new cars trailer?,spam,neutral,1,0
2766.0,"first we most destroy ever city ever made and rebuild for future buildings and inventions.
 no? no one in favor ? ok well looks like we won't see futuristic cities come to life.",spam,negative,0,0
2767.0,this Company is so boring XD,spam,neutral,0,0
2768.0,i thought cars were gonna fly over the ground and not ride on trains underground in the future,spam,neutral,0,0
2769.0,Then a random earthquake happens..,ham,neutral,0,0
2770.0,"Google ""retrofuturism""",spam,neutral,0,0
2771.0,Risk is too high. Stick with flying cars,spam,negative,0,0
2772.0,Great idea but if the automatic tracks ever stoped. Boom lots of people dead underground,ham,neutral,0,0
2773.0,"thats a crazy idea what happens when the ground weakens, thats maaaaaaaaaad",spam,neutral,0,0
2774.0,This would be pretty cool,spam,positive,0,0
2775.0,"we have explored millions of miles into space but our deepest hole was less than 8 miles into the Earth's crust.
 Oh, and it was like 350 degrees. I'm not holding my breath on this ridiculous fantasy.",spam,negative,0,0
2776.0,when car elevater drops some asian woman texting while driving will drive i to hole and crash,spam,neutral,0,0
2777.0,"Let's just ignore the fact that under streets there are sewer pipes, water mains, electrical and fiber optic cables
 and they would just all be rerouted to make room for elevators that connect to tunnels that would have to be built below subway tunnels.",ham,neutral,0,0
2778.0,Spoiler alert: not gonna happen,spam,neutral,0,0
2779.0,"If you are watching this and you don't know how to use a dictionary. 
Congratulations. You are a idiot who can't live without technology.",spam,negative,0,0
2780.0,or just create a teleporter phasing gate which connects point A and B. SIMPLE,spam,neutral,0,0
2781.0,boooooooo,spam,neutral,0,0
2782.0,Oh I'm sure this would be cost efficient.,spam,positive,0,0
2783.0,BOLD IDEA BUDDY!!!,spam,neutral,0,0
2784.0,Dream...,spam,neutral,1,0
2785.0,Make this for people to stand on😜,spam,neutral,0,0
2786.0,But wouldn't the wait for the car elevator take forever?,ham,neutral,0,0
2787.0,So underground trains for cars? I like it :),spam,neutral,0,0
2788.0,This will never happen. Way too expensive.,spam,negative,0,0
2789.0,"This looks cool. But as a studying Civil engineering student, I'm already crying in the the inside for how impossibly difficult this will be",spam,neutral,2,0
2790.0,This is there first vedio,spam,neutral,0,0
2791.0,So... what is this advertising?,spam,neutral,1,0
2792.0,"So what exactly determines that the red car gets to travel super fast under
 the ground while the other cars would remain stuck in a traffic jam for ages?",spam,neutral,0,0
2793.0,"In Spongebob's voice ""Future, FUTURE!!!""",spam,neutral,0,0
2794.0,What the hell..?,spam,negative,0,0
2795.0,just like ants,spam,neutral,0,0
2796.0,that's awesome while underground you can relax and enjoy the ride,spam,positive,0,0
2797.0,is it jst me or the idea is stupid nd it will cause tonnnssss of money then back to 0 cause the more ppl using the longer time you wait,spam,negative,0,0
2798.0,"wouldn't the entrances/exits to the tunnel system become just as crowded because everyone is trying to get out of traffic?

and what if you reach your destination underground but all of the slots on the surface are occupied? wouldn't that create congestion, which could spread to the underground network?

what if a car breaks down while it's on the platform? does it get carted away all over the place?

what if the platform breaks down while your car is on it? wouldn't that hold up the whole operation for everyone on that track?

power outages?

seriously, for every complication of travel that is removed by taking out the independent driver, this unnecessarily complex and impractical system puts one back in.",ham,negative,0,0
2799.0,Looks cool and all...but let's not forget about the catacombs of Paris while constructing this.,spam,neutral,0,0
2800.0,It took them 7 years to make one subway. All that underground highway deal would just take couple centuries. Yea JUST.,spam,neutral,0,0
2801.0,"Who names there company ""boring""",spam,neutral,0,0
2802.0,"Fuck, we don't have a normal road in Ukraine, pits are fucked up, and such will reach us in 150 years at least!",spam,negative,0,0
2803.0,Maybe good for mars,spam,neutral,0,0
2804.0,It's called a metro.,spam,neutral,0,0
2805.0,Basically train stations for your fucking car. Except there will be entrances to said train stations on public roads L,spam,neutral,0,0
2806.0,i love tunnels,spam,positive,0,0
2807.0,Great idea -- great technology ... but crappy music.,spam,neutral,0,0
2808.0,"None of this makes any sense. How would you be able to come up when people are going 100+ mph behind you? 
How would you stay put on one of those carts?",ham,neutral,0,0
2809.0,Mankind can finally reclaim the surface world.,spam,neutral,0,0
2810.0,its cool...but what happens if theres an earthquake,ham,positive,0,0
2812.0,He is obviously trolling everybody chill,spam,neutral,0,0
2813.0,ahhhhh ima say no on that This is a terrible idea,spam,negative,2,0
2814.0,"then attach these tubes to Hyperloop tubes that can take your car to more distant destinations like
 LA to Las Vegas or St. Louis to Chicago, etc.",ham,neutral,0,0
2815.0,elon musk on that good stuff  lmfao selfdriving cars on a self driving car underground in California  where earth quakes  occur  like crazy,spam,neutral,2,0
2816.0,preorder now and get acess to the private beta,spam,neutral,0,0
